,created_at,tweets
45,2019-12-13 16:52:37,"RT @IUNewsroom: Tune in to @noonedition today to hear @IndianaUniv President McRobbie talk @IUbicentennial.

https://t.co/J7sN5rQ8PT"
46,2019-12-13 16:47:39,RT @BenjaminDHunter: Great reminder that you always need to be prepared and ready to act. https://t.co/n0fiU9b2Uc
47,2019-12-13 16:40:18,".@IndianaUniv Reveals New Strategic Plan to Guide Care, Preservation, Use of More than 220 Collections |… https://t.co/l0tSvkau41"
48,2019-12-13 16:39:27,"RT @IUNewsroom: Tune in to @noonedition today to hear @IndianaUniv President McRobbie talk @IUbicentennial.

https://t.co/J7sN5rQ8PT"
49,2019-12-13 16:29:23,RT @IUMedSchool: Results from @IndianaUniv School of Medicine in @SABCSSanAntonio plenary session show the ability to predict relapse &amp; dis…
50,2019-12-13 16:26:38,RT @IUMedSchool: Results from @IndianaUniv School of Medicine in @SABCSSanAntonio plenary session show the ability to predict relapse &amp; dis…
51,2019-12-13 16:19:41,RT @HLuceFdn: Attn scholars at the intersection of religion &amp; nature/science/tech! The Center for Religion and the Human at @IndianaUniv se…
52,2019-12-13 16:19:28,"RT @IUNewsroom: Tune in to @noonedition today to hear @IndianaUniv President McRobbie talk @IUbicentennial.

https://t.co/J7sN5rQ8PT"
53,2019-12-13 16:16:37,"RT @IUNewsroom: Tune in to @noonedition today to hear @IndianaUniv President McRobbie talk @IUbicentennial.

https://t.co/J7sN5rQ8PT"
54,2019-12-13 16:16:01,"Tune in to @noonedition today to hear @IndianaUniv President McRobbie talk @IUbicentennial.

https://t.co/J7sN5rQ8PT"
55,2019-12-13 16:14:46,Results from @IndianaUniv School of Medicine in @SABCSSanAntonio plenary session show the ability to predict relaps… https://t.co/iJ83gNTZEu
56,2019-12-13 15:55:47,RT @IUMedSchool: Discovery by @IndianaUniv School of Medicine researchers is an important step forward against triple negative breast cance…
57,2019-12-13 15:55:28,Important research regarding triple negative breast cancer is coming out of @IUMedSchool. Take a look. 👇 https://t.co/pGuAjLfxQL
58,2019-12-13 15:50:49,RT @IUMedSchool: Discovery by @IndianaUniv School of Medicine researchers is an important step forward against triple negative breast cance…
59,2019-12-13 15:47:53,RT @IUMedSchool: Discovery by @IndianaUniv School of Medicine researchers is an important step forward against triple negative breast cance…
60,2019-12-13 15:46:36,"@judywalgren @MSUjschool @nicantaya @JarrusSylvia @Hearst Hot damn!  Way to go Nic, Sylvia and Judy!  Good to see a… https://t.co/bAAZX6BPCm"
61,2019-12-13 15:24:48,Attn scholars at the intersection of religion &amp; nature/science/tech! The Center for Religion and the Human at… https://t.co/T5FGVZX8DA
62,2019-12-13 15:16:36,@icanatiu @paydar @IndianaUniv It was such a honor having you there last night. You bestowed hope and joy in our ha… https://t.co/ZCqL283qhA
63,2019-12-13 15:12:12,RT @IUMedSchool: Researchers from @IndianaUniv School of Medicine have discovered how to predict whether triple negative breast cancer will…
64,2019-12-13 15:10:25,RT @IUMedSchool: Discovery by @IndianaUniv School of Medicine researchers is an important step forward against triple negative breast cance…
65,2019-12-13 15:08:53,"RT @IUImpact: .@IndianaUniv faculty, an opportunity to promote your #technology achievements:
https://t.co/eMx6WazKjn"
66,2019-12-13 14:49:53,.@SaraKonrath of @IndianaUniv is now presenting on “Changes over time in social isolation and social connection”… https://t.co/xuP3i8lbgB
67,2019-12-13 14:43:38,RT @icanatiu: Thanks @paydar for representing Indiana University at such a special event that we hold close to our hearts ❤️ Your words wer…
68,2019-12-13 14:28:19,RT @IUMedSchool: Researchers from @IndianaUniv School of Medicine have discovered how to predict whether triple negative breast cancer will…
69,2019-12-13 14:21:12,RT @IUMedSchool: Discovery by @IndianaUniv School of Medicine researchers is an important step forward against triple negative breast cance…
70,2019-12-13 14:16:30,Meet Jamie Gayer - the new assistant vice president for business services at IU Capital Planning and Facilities: https://t.co/9U5rJ5u9JV
71,2019-12-13 14:14:37,Discovery by @IndianaUniv School of Medicine researchers is an important step forward against triple negative breas… https://t.co/Lyl3Rlp7ww
72,2019-12-13 13:59:51,RT @IUMedSchool: Researchers from @IndianaUniv School of Medicine have discovered how to predict whether triple negative breast cancer will…
73,2019-12-13 13:50:52,RT @IUMedSchool: Researchers from @IndianaUniv School of Medicine have discovered how to predict whether triple negative breast cancer will…
74,2019-12-13 13:46:21,RT @IUMedSchool: Researchers from @IndianaUniv School of Medicine have discovered how to predict whether triple negative breast cancer will…
75,2019-12-13 13:42:42,Researchers from @IndianaUniv School of Medicine have discovered how to predict whether triple negative breast canc… https://t.co/fssySpSYTU
76,2019-12-13 13:37:00,"Key findings from the @IndianaUniv student survey on sexual misconduct, assault and related issues were released du… https://t.co/kh7ZbGBCmJ"
77,2019-12-13 12:47:23,She earned a PhD from the @IndianaUniv School of Medicine with a focus on the neurogenetics of Alzheimer’s disease… https://t.co/AdO2ZGtHpZ
78,2019-12-13 12:14:10,"RT @IndianaUniv: From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a look at…"
79,2019-12-13 11:56:58,RT @sbtynen: #FreeRahileDawut is about a celebrated anthropologist and renowned folklore scholar. Dr. Dawut was a visiting scholar at such…
80,2019-12-13 07:30:01,RT @sbtynen: #FreeRahileDawut is about a celebrated anthropologist and renowned folklore scholar. Dr. Dawut was a visiting scholar at such…
81,2019-12-13 05:52:10,RT @sbtynen: #FreeRahileDawut is about a celebrated anthropologist and renowned folklore scholar. Dr. Dawut was a visiting scholar at such…
82,2019-12-13 05:41:54,Thanks @paydar for representing Indiana University at such a special event that we hold close to our hearts ❤️ Your… https://t.co/JrYTUvpi4l
83,2019-12-13 05:08:59,RT @sbtynen: #FreeRahileDawut is about a celebrated anthropologist and renowned folklore scholar. Dr. Dawut was a visiting scholar at such…
84,2019-12-13 04:00:53,RT @sbtynen: #FreeRahileDawut is about a celebrated anthropologist and renowned folklore scholar. Dr. Dawut was a visiting scholar at such…
85,2019-12-13 01:54:15,RT @sbtynen: #FreeRahileDawut is about a celebrated anthropologist and renowned folklore scholar. Dr. Dawut was a visiting scholar at such…
86,2019-12-13 01:32:21,RT @ConorDaly22: Never been to an @IndianaUniv @IndianaMBB game before. Pretty wild atmosphere! Let’s go @JoeyBrunk #IUBB https://t.co/e3Kx…
87,2019-12-13 01:03:00,"To celebrate the university's long tradition in international engagement and study abroad, @IUbicentennial is organ… https://t.co/S5cIuwfneD"
88,2019-12-13 00:10:35,RT @sbtynen: #FreeRahileDawut is about a celebrated anthropologist and renowned folklore scholar. Dr. Dawut was a visiting scholar at such…
89,2019-12-13 00:07:18,RT @sbtynen: @Penn @IndianaUniv @UW @UCBerkeley @Harvard She was a research fellow @RoyalAnthro. But their website is silent on her disappe…
90,2019-12-13 00:07:00,RT @sbtynen: #FreeRahileDawut is about a celebrated anthropologist and renowned folklore scholar. Dr. Dawut was a visiting scholar at such…
91,2019-12-12 23:44:19,RT @sbtynen: #FreeRahileDawut is about a celebrated anthropologist and renowned folklore scholar. Dr. Dawut was a visiting scholar at such…
92,2019-12-12 23:38:39,@paydar @IUPUI @IndianaUniv @UnivEventsIU @IUPUICampusCntr Appreciate you!
93,2019-12-12 23:33:06,"RT @noonedition: This Friday, @IndianaUniv
President Michael McRobbie will join us to talk about  IU's Bicentennial, which begins next mont…"
94,2019-12-12 20:03:17,RT @MosaicIU: Check out how two @IndianaUniv writing instructors use both physical and digital environments to teach undergraduate writing.…
95,2019-12-12 19:43:12,"@michaeltrivette @IndianaUniv @UofCalifornia @dynarski @JonBoeckenstedt @InsideAdmission Good intel, as always!"
96,2019-12-12 19:24:45,RT @JayVanderVeen: The @IUbicentennial is a time to mark the great things @IndianaUniv has done over 200 years. But history is complicated.…
97,2019-12-12 19:14:27,@GrahamVogtman @ZionsvilleGolf @IndianaUniv @GCIGPA @TonyDayPGA @golf_snyder
98,2019-12-12 19:14:12,The @IUbicentennial is a time to mark the great things @IndianaUniv has done over 200 years. But history is complic… https://t.co/vwKe7fWkIt
99,2019-12-12 18:57:40,Test-optional admissions continues to gain steam w/ @IndianaUniv &amp; @UofCalifornia discussing the possibility of goi… https://t.co/9sdmPxsV60
100,2019-12-12 18:55:00,"RT @IUNewsroom: ""The parks are set up—using a combination of real artifacts, period-correct items, and replicas—to look like a real wreck w…"
101,2019-12-12 18:52:40,"RT @IUNewsroom: ""The parks are set up—using a combination of real artifacts, period-correct items, and replicas—to look like a real wreck w…"
102,2019-12-12 18:30:22,"@ZionsvilleGolf @IndianaUniv Ha, back when I had a golf swing! Maybe it’s time to head out to the bays over the break... @GCIGPA @TonyDayPGA"
103,2019-12-12 18:22:29,"RT @OSoMe_IU: @pycoder2 @Botometer @probabot_ @StattoBot No, Botometer is not an open source project, although we provide free access to ou…"
104,2019-12-12 18:16:42,@ZionsvilleGolf @GrahamVogtman @IndianaUniv R.I.P. Wolf Run
105,2019-12-12 18:13:52,"""The parks are set up—using a combination of real artifacts, period-correct items, and replicas—to look like a real… https://t.co/0srE34tpP4"
106,2019-12-12 18:11:42,"@pycoder2 @Botometer @probabot_ @StattoBot No, Botometer is not an open source project, although we provide free ac… https://t.co/IYhfoIvI5j"
107,2019-12-12 18:00:56,.@IndianaUniv Names Interim Director for LGBTQ+ Culture Center: https://t.co/et1cEIh3n0 #IIBTV @GerryDick
108,2019-12-12 17:54:50,"#iufb’s coach is the highest paid @IndianaUniv employee. 
 https://t.co/In0P3uXoLS"
109,2019-12-12 17:09:47,cool paper from the Dalia lab @IndianaUniv ! check it out :) https://t.co/eI3V4SmtzZ
110,2019-12-12 17:08:27,"@icastar123 @Jim_Jordan @Icastar123=#RussianTrollBOT=50-Bot-Followers
according-to-@Botometer =dev-by-#IndianaUniv… https://t.co/o3k8ynQVZP"
111,2019-12-12 16:54:58,RT @paydar: Many thanks to all of our staff &amp; faculty who made it out to the @IUPUI Holiday Open House this week --&gt; had such a wonderful t…
112,2019-12-12 16:20:20,@IndianaUniv Tune in tomorrow!
113,2019-12-12 16:20:06,@IndianaUniv https://t.co/y6BTjzOmQE
114,2019-12-12 16:16:59,"RT @IUBloomington: From research to arts to scientific discoveries, @IndianaUniv is making an impact in the state and around the world. Tak…"
115,2019-12-12 15:12:13,"RT @IndianaUniv: From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a look at…"
116,2019-12-12 14:56:52,RT @MosaicIU: Check out how two @IndianaUniv writing instructors use both physical and digital environments to teach undergraduate writing.…
117,2019-12-12 14:56:05,Check out how two @IndianaUniv writing instructors use both physical and digital environments to teach undergraduat… https://t.co/r3yggZT6UL
118,2019-12-12 14:51:28,"RT @IndianaUniv: From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a look at…"
119,2019-12-12 14:30:00,"""Is Twitter an Effective Pedagogical Tool in Higher Education? Perspectives of Education Graduate Students""
Study h… https://t.co/4YsU6LZ3ED"
120,2019-12-12 14:12:22,"RT @IndianaUniv: From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a look at…"
121,2019-12-12 14:08:20,"RT @IndianaUniv: From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a look at…"
122,2019-12-12 14:07:42,"RT @IndianaUniv: From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a look at…"
123,2019-12-12 13:45:26,"RT @IUBloomington: From research to arts to scientific discoveries, @IndianaUniv is making an impact in the state and around the world. Tak…"
124,2019-12-12 12:47:03,"RT @IndianaTix: 🚨PRIORITY DEADLINE IS TOMORROW AT 5PM🚨

Join us in Florida at the @taxslayerbowl‼️

📱 Text BOWL to 812-855-4006 to purchase…"
125,2019-12-12 11:12:43,🙌 Just submitted my final ten page issues paper on making the case for early world language education as a means to… https://t.co/PjFO17cWa0
126,2019-12-12 05:15:06,RT @RobertHPass: Coming 12/13 to the podcast! @MountSinaiCHC @MountSinaiNYC @MountSinaiPeds @IndianaUniv #cardioed #cardiotwitter #cardiomy…
127,2019-12-12 04:48:36,🔴⚪️ https://t.co/wIJxcHXSdO
128,2019-12-12 04:19:02,Coming 12/13 to the podcast! @MountSinaiCHC @MountSinaiNYC @MountSinaiPeds @IndianaUniv #cardioed #cardiotwitter… https://t.co/Rr9i4a2q1T
129,2019-12-12 04:13:26,"RT @GRASPtweets: Our next #GRASPcancer MENTOR #sabcs19 is one of the most knowledgeable research advocates around, Ginny Mason. Ginny has l…"
130,2019-12-12 03:47:22,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
131,2019-12-12 02:58:02,"RT @IUBloomington: From research to arts to scientific discoveries, @IndianaUniv is making an impact in the state and around the world. Tak…"
132,2019-12-12 02:48:26,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
133,2019-12-12 02:30:51,"RT @IndianaUniv: From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a look at…"
134,2019-12-12 02:26:58,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
135,2019-12-12 02:10:53,"Wasn't sure if I'd ever see Indiana go to a bowl game again. Great Season!

#IndianaFootball #IUFootball #GatorBowl… https://t.co/axMhjthZdj"
136,2019-12-12 01:32:00,"RT @IndianaUniv: From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a look at…"
137,2019-12-12 01:07:12,@TheKevinMCline @dunneteach @MrsWreggs @MHMSFinney @GoramTor @mrballhistory @MrMadison @BriennePeers @Tkohlmann25… https://t.co/qywoSGvwab
138,2019-12-12 00:23:04,"RT @IndianaUniv: From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a look at…"
139,2019-12-12 00:03:49,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
140,2019-12-12 00:02:34,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
141,2019-12-11 23:58:56,"RT @IUbicentennial: President McRobbie awarded Lt. Gov. Suzanne Crouch (@LGSuzanneCrouch) the Bicentennial Medal this afternoon. 

Lt. Gov.…"
142,2019-12-11 23:37:52,"RT @IndianaUniv: From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a look at…"
143,2019-12-11 23:18:50,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
144,2019-12-11 23:14:58,"@Bobby___Newport @IUHoosiers @taxslayerbowl @IndianaUniv @IndianaFootball @IUCrimsonGuard Yes, give us a call and w… https://t.co/ITX2v7TzGv"
145,2019-12-11 23:07:37,"RT @IndianaUniv: From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a look at…"
146,2019-12-11 23:00:00,"From research to arts to scientific discoveries, we're making an impact in the state and around the world. Take a l… https://t.co/be2bePRSj9"
147,2019-12-11 22:56:27,@IndianaTix @IUHoosiers @taxslayerbowl @IndianaUniv @IndianaFootball @IUCrimsonGuard Does this apply for satellite… https://t.co/EJa99RccrU
148,2019-12-11 22:54:33,"RT @IndianaTix: 🚨PRIORITY DEADLINE IS TOMORROW AT 5PM🚨

Join us in Florida at the @taxslayerbowl‼️

📱 Text BOWL to 812-855-4006 to purchase…"
149,2019-12-11 22:54:07,"RT @IndianaTix: 🚨PRIORITY DEADLINE IS TOMORROW AT 5PM🚨

Join us in Florida at the @taxslayerbowl‼️

📱 Text BOWL to 812-855-4006 to purchase…"
150,2019-12-11 22:40:36,"RT @IndianaTix: 🚨PRIORITY DEADLINE IS TOMORROW AT 5PM🚨

Join us in Florida at the @taxslayerbowl‼️

📱 Text BOWL to 812-855-4006 to purchase…"
151,2019-12-11 21:28:38,"RT @IUBloomington: From research to arts to scientific discoveries, @IndianaUniv is making an impact in the state and around the world. Tak…"
152,2019-12-11 21:05:34,"RT @IndianaTix: 🚨PRIORITY DEADLINE IS TOMORROW AT 5PM🚨

Join us in Florida at the @taxslayerbowl‼️

📱 Text BOWL to 812-855-4006 to purchase…"
153,2019-12-11 20:46:40,"RT @GRASPtweets: Our next #GRASPcancer MENTOR #sabcs19 is one of the most knowledgeable research advocates around, Ginny Mason. Ginny has l…"
154,2019-12-11 20:39:05,"RT @IndianaTix: 🚨PRIORITY DEADLINE IS TOMORROW AT 5PM🚨

Join us in Florida at the @taxslayerbowl‼️

📱 Text BOWL to 812-855-4006 to purchase…"
155,2019-12-11 20:36:13,"RT @GRASPtweets: Our next #GRASPcancer MENTOR #sabcs19 is one of the most knowledgeable research advocates around, Ginny Mason. Ginny has l…"
156,2019-12-11 20:31:41,"RT @IUBloomington: From research to arts to scientific discoveries, @IndianaUniv is making an impact in the state and around the world. Tak…"
157,2019-12-11 20:16:32,"RT @IndianaTix: 🚨PRIORITY DEADLINE IS TOMORROW AT 5PM🚨

Join us in Florida at the @taxslayerbowl‼️

📱 Text BOWL to 812-855-4006 to purchase…"
158,2019-12-11 20:12:17,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
159,2019-12-11 20:10:25,"RT @GRASPtweets: Our next #GRASPcancer MENTOR #sabcs19 is one of the most knowledgeable research advocates around, Ginny Mason. Ginny has l…"
160,2019-12-11 20:06:14,"RT @IndianaTix: 🚨PRIORITY DEADLINE IS TOMORROW AT 5PM🚨

Join us in Florida at the @taxslayerbowl‼️

📱 Text BOWL to 812-855-4006 to purchase…"
161,2019-12-11 20:00:38,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
162,2019-12-11 19:58:24,"RT @IndianaTix: 🚨PRIORITY DEADLINE IS TOMORROW AT 5PM🚨

Join us in Florida at the @taxslayerbowl‼️

📱 Text BOWL to 812-855-4006 to purchase…"
163,2019-12-11 19:48:20,"🚨PRIORITY DEADLINE IS TOMORROW AT 5PM🚨

Join us in Florida at the @taxslayerbowl‼️

📱 Text BOWL to 812-855-4006 to… https://t.co/YS6TFEpBXS"
164,2019-12-11 19:20:46,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
165,2019-12-11 19:13:13,"RT @IUBloomington: From research to arts to scientific discoveries, @IndianaUniv is making an impact in the state and around the world. Tak…"
166,2019-12-11 19:05:23,@paydar @IndianaUniv @LifeAtPurdue @IUPUI @IUAA @IUMedSchool Phil and John...thank you for your leadership...it has… https://t.co/gYMjHv4uwI
167,2019-12-11 18:51:59,@BargoBaller @IndianaUniv
168,2019-12-11 18:50:49,"RT @GRASPtweets: Our next #GRASPcancer MENTOR #sabcs19 is one of the most knowledgeable research advocates around, Ginny Mason. Ginny has l…"
169,2019-12-11 18:50:18,Honored to have been able to present @IndianaUniv Trustee Emeritus Dr. Phil Eskew &amp; @LifeAtPurdue Trustee Emeritus… https://t.co/9ftRm6SEUf
170,2019-12-11 18:45:01,"RT @IUBloomington: From research to arts to scientific discoveries, @IndianaUniv is making an impact in the state and around the world. Tak…"
171,2019-12-11 18:32:14,@tmprowell @William62913214 @William62913214 was wise even years ago during his fellowship @IndianaUniv
172,2019-12-11 18:26:06,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
173,2019-12-11 18:02:50,"RT @IUBloomington: From research to arts to scientific discoveries, @IndianaUniv is making an impact in the state and around the world. Tak…"
174,2019-12-11 17:41:43,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
175,2019-12-11 17:32:27,"RT @GRASPtweets: Our next #GRASPcancer MENTOR #sabcs19 is one of the most knowledgeable research advocates around, Ginny Mason. Ginny has l…"
176,2019-12-11 17:30:40,RT @edXOnline: Information systems and technologies are becoming increasingly integral to success as businesses transform themselves into d…
177,2019-12-11 17:17:25,"From research to arts to scientific discoveries, @IndianaUniv is making an impact in the state and around the world… https://t.co/vFbJfV7NON"
178,2019-12-11 17:15:51,RT @edXOnline: Information systems and technologies are becoming increasingly integral to success as businesses transform themselves into d…
179,2019-12-11 17:13:03,Information systems and technologies are becoming increasingly integral to success as businesses transform themselv… https://t.co/xQa5MVCzIF
180,2019-12-11 17:13:01,@halvorsen @IndianaUniv I’ve been looking for low-cost dramaturgy programs! Thank you for bringing attention to this!
181,2019-12-11 16:58:34,Perfectly echoed my ordeal in Indiana University Bloomington Law School @IndianaUniv ... plus while there I was 5 o… https://t.co/eMMwyOdi5N
182,2019-12-11 16:25:32,"RT @GRASPtweets: Our next #GRASPcancer MENTOR #sabcs19 is one of the most knowledgeable research advocates around, Ginny Mason. Ginny has l…"
183,2019-12-11 16:24:48,"Our next #GRASPcancer MENTOR #sabcs19 is one of the most knowledgeable research advocates around, Ginny Mason. Ginn… https://t.co/QebAnccoD2"
184,2019-12-11 16:16:16,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
185,2019-12-11 16:07:42,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
186,2019-12-11 16:07:15,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
187,2019-12-11 15:59:44,@halvorsen @IndianaUniv Me too. I thought I was in the last generation to get a decent journalism and later public… https://t.co/aDAgTatDCA
188,2019-12-11 15:59:24,"RT @halvorsen: just received a mailer about this, so FYI: there's a new MFA in Dramaturgy program at @IndianaUniv accepting students for fa…"
